0.47719445,1.1726936,-0.5642942,0.0601234
0.020334531,0.5915595,-0.64063162,-0.15635213
-0.6410336,0.27937409,-0.57398209,-1.4034183
-0.60336456,0.37511872,-0.3616926,-1.6969261
-0.8671652,-1.8095016,-0.52848706,-0.95776268
-0.4039684,-1.3130233,-0.50220806,-1.2603483
-0.9575077,-0.34799816,-0.29501462,-0.59885039
-1.0887598,0.39368072,-0.40078826,-0.23481566
-0.96699012,0.13914972,-0.30587285,-1.0398089
-1.0002029,-0.82020052,-0.23451768,-0.98158926
-1.0689632,-0.72631065,0.075675695,-0.29499518
-1.1920471,-0.37093516,0.14965627,0.035479194
-0.66402342,-0.96032656,0.48623197,0.2083823
-1.1570574,-0.0064142977,0.48248413,0.31991537
-1.0513779,-0.35438318,0.92039489,0.037385151
-1.3504479,-0.31580544,0.094512651,0.37364057
-1.5047185,-0.500194,-0.11595703,0.81666236
-1.3134766,-1.2247458,0.022997299,0.065986442
-1.0170669,-0.4654582,0.92143965,1.1839617
-0.84486786,1.4610352,-0.71110928,1.0166152
-1.628053,2.4991821,-1.0997754,0.74519265
-1.083576,0.90961741,0.80444549,-0.71690721
-1.9555999,0.29793374,-0.99682949,-0.98284778
-1.4614671,-1.1470594,0.24599573,-1.8455863
0.29945677,-1.1581173,-0.007333599,-1.8643708
1.0523606,-0.64228936,0.78188506,-1.5326438
1.4367534,0.26204779,1.0583072,-1.5630842
1.1052365,1.1882495,0.76613186,-1.2772917
1.1851114,2.1452255,0.82273581,-0.10432725
1.0219851,0.9896235,0.29175475,-0.17204803
1.3188767,1.0490734,0.64662027,0.64260909
0.68849188,1.7404118,0.49916788,0.60432116
1.1630952,0.99822332,0.50064993,-0.93792979
0.79884766,0.15973935,-0.80027393,-0.44222838
1.0702671,-0.75886919,-0.37407297,-1.2794383
0.76829355,-0.0003746159,-0.73023278,-0.60898263
0.92007619,0.43910267,-0.13846488,-0.29024539
0.99435298,0.042511892,-0.20318656,-0.57511467
1.4923434,0.29596586,-0.41862276,-0.40850209
0.89827844,-0.35662714,-0.76191216,-0.0087942335
1.091359,-0.71484031,-1.1112143,1.0238601
0.81471227,0.036670652,-1.0121184,0.85069435
0.58596166,-0.59256138,-0.93716716,0.42088108
-0.80048017,-0.093214332,-1.5755044,-0.0083683256
-0.18202419,-0.36174206,-0.41410826,0.41147049
0.063760715,-0.68006955,-0.11280741,1.652885
-0.48511219,-0.72529934,1.0773696,1.1505586
-0.39802176,-0.57079771,1.3777283,1.4637581
-1.1688085,-0.39456916,0.6844427,1.4820459
-0.5415518,1.0707895,0.71146581,1.5065527
-0.1284161,2.3393964,1.0994614,0.27442033
-0.81225868,1.3203479,1.4249191,-1.1379035
-0.39946983,0.51933429,1.2810721,-1.2405799
-0.19088149,-0.029325947,0.41925295,-0.74521921
-0.30464514,-0.17076143,0.5869392,-0.87560198
-0.41579045,-0.4509818,0.44653222,-1.1885415
-1.0488271,-0.18054752,0.23639433,-1.427864
-1.0813861,1.0580758,-0.075180817,-0.83809848
-0.96483722,2.0675199,0.39144451,1.0831295
-0.87668631,1.6891892,0.67543079,0.2362859
-0.090328151,1.4947573,0.8480664,-0.40724868
-0.66578573,1.0761339,0.14615584,0.076731396
-0.94582762,0.89894856,-0.28706632,-0.87672332
-0.62175625,0.50220385,0.57878234,-1.2924057
-0.066044204,-1.0073835,1.3729511,-0.50084855
1.9833026,-0.88322995,1.0783471,-0.94751833
1.0486634,-0.49400803,-0.30860325,-1.0725496
0.71719726,-0.098251763,1.0880556,-0.015370443
1.2036418,0.56575009,0.055113662,1.0212024
1.015794,-0.061185136,-0.725427,0.49878915
1.1708654,0.22721213,-0.29046939,1.180593
0.41566912,0.1739543,-0.92885104,1.3839387
1.1316502,-0.49433461,-0.34697048,1.0217042
1.1407077,-0.24871849,-0.66729641,1.6687201
0.85974966,-0.33686579,-0.85413864,1.1927275
1.1926576,-0.27453,-0.5483665,1.5336196
0.95552194,-0.7544157,-0.31570223,0.89256799
0.9930965,-0.77021038,-0.39608335,1.7243641
1.3897247,-0.6925869,-0.443413,1.2511149
1.0438507,-0.1542979,-0.78437167,1.0025452
0.45142989,1.4255908,-0.64354383,-0.223671
0.56134698,0.053024526,-0.76217975,0.14934644
0.40726039,-0.75048436,-0.75541917,-0.3452216
-0.18291703,-1.189297,-1.0157609,0.13449727
-0.089980972,-1.174972,-0.63112957,-0.77304516
