0.20386,-0.0061035,0.057373,-0.098877,-0.042725
0.17578,0.0097656,0.068359,-0.093994,-0.043945
0.065918,0.010986,0.064697,-0.096436,-0.042725
-0.026855,0.018311,0.032959,-0.098877,-0.041504
0.061035,0.021973,-0.0048828,-0.095215,-0.045166
0.14648,0.037842,-0.05249,-0.097656,-0.042725
0.18066,0.037842,-0.073242,-0.097656,-0.043945
0.18799,0.028076,-0.072021,-0.092773,-0.045166
0.18677,0.024414,-0.047607,-0.092773,-0.043945
0.10986,0.030518,-0.0097656,-0.096436,-0.042725
0.01709,0.048828,-0.0036621,-0.095215,-0.042725
0.053711,0.053711,-0.031738,-0.092773,-0.041504
0.12207,0.070801,-0.050049,-0.095215,-0.043945
0.15259,0.08667,-0.05249,-0.091553,-0.041504
0.17212,0.068359,-0.047607,-0.090332,-0.041504
0.18188,0.03418,-0.040283,-0.095215,-0.043945
0.13184,0.010986,-0.031738,-0.091553,-0.043945
0.021973,-0.020752,-0.028076,-0.08667,-0.030518
-0.0073242,-0.020752,-0.0354,-0.096436,-0.024414
0.092773,-0.012207,-0.047607,-0.08667,-0.040283
0.1416,-0.0097656,0.015869,-0.14771,-0.043945
0.16846,0.0024414,0.058594,-0.18555,-0.042725
0.18188,0.0,0.070801,-0.21606,-0.043945
0.16602,0.0036621,0.061035,-0.23804,-0.043945
0.057373,0.0097656,0.048828,-0.23315,-0.042725
-0.028076,0.018311,0.043945,-0.19409,-0.041504
0.032959,0.01709,0.018311,-0.14893,-0.041504
0.15503,0.046387,0.037842,-0.16968,-0.043945
0.20996,0.05127,0.01709,-0.17456,-0.041504
0.22095,0.062256,0.0048828,-0.16602,-0.042725
0.20752,0.087891,-0.028076,-0.15259,-0.042725
0.15259,0.06958,-0.076904,-0.1123,-0.043945
0.021973,0.036621,-0.091553,-0.12573,-0.043945
0.024414,0.010986,-0.079346,-0.14771,-0.042725
0.13306,0.0,-0.059814,-0.15259,-0.041504
0.18311,0.0036621,-0.047607,-0.16357,-0.040283
0.19043,0.0024414,-0.039063,-0.14771,-0.043945
0.19043,0.020752,-0.0354,-0.13916,-0.043945
0.16602,0.028076,-0.024414,-0.14404,-0.042725
0.062256,0.01709,-0.023193,-0.14282,-0.042725
-0.0048828,0.020752,-0.021973,-0.14038,-0.041504
0.062256,0.026855,-0.029297,-0.13428,-0.043945
0.11475,0.057373,-0.047607,-0.12817,-0.043945
0.14771,0.067139,0.015869,-0.10864,-0.041504
0.16846,0.062256,0.056152,-0.11841,-0.042725
0.1709,0.064697,0.067139,-0.12939,-0.042725
0.096436,0.054932,0.040283,-0.12695,-0.042725
0.012207,0.037842,0.010986,-0.13428,-0.041504
0.019531,0.030518,0.0073242,-0.13062,-0.042725
0.10986,0.029297,0.0048828,-0.089111,-0.041504
0.15381,0.021973,-0.010986,-0.10376,-0.040283
0.18433,0.025635,-0.056152,-0.1123,-0.043945
0.19531,0.025635,-0.078125,-0.10864,-0.041504
0.177,0.024414,-0.079346,-0.10254,-0.042725
0.058594,0.0073242,-0.074463,-0.10132,-0.042725
-0.0036621,0.015869,-0.063477,-0.10254,-0.042725
0.087891,0.0061035,-0.054932,-0.093994,-0.041504
0.14648,0.0061035,-0.045166,-0.11841,-0.042725
0.177,0.0024414,-0.037842,-0.092773,-0.041504
0.17822,0.0073242,-0.030518,-0.068359,-0.043945
0.15869,0.012207,-0.026855,-0.1001,-0.043945
0.05127,0.029297,-0.023193,-0.11841,-0.042725
-0.0024414,0.023193,-0.023193,-0.11597,-0.042725
0.10254,0.032959,-0.023193,-0.10986,-0.041504
0.177,0.039063,-0.020752,-0.10742,-0.042725
0.20874,0.046387,-0.023193,-0.10132,-0.042725
0.19775,0.043945,-0.020752,-0.098877,-0.042725
0.18311,0.039063,-0.023193,-0.096436,-0.041504
0.11353,0.042725,-0.021973,-0.10986,-0.042725
0.012207,0.039063,-0.021973,-0.093994,-0.041504
0.039063,0.036621,-0.020752,-0.12451,-0.041504
0.13306,0.031738,-0.020752,-0.12329,-0.041504
0.18066,0.024414,-0.020752,-0.13306,-0.045166
0.21606,0.01709,-0.021973,-0.12939,-0.040283
0.21729,0.030518,-0.021973,-0.12939,-0.040283
0.17456,0.030518,-0.019531,-0.15015,-0.043945
0.05249,0.041504,-0.019531,-0.15381,-0.043945
